country,date,sector,MtCO2 per day
India,30/08/2023,Residential,0.286665
Italy,30/08/2023,Domestic Aviation,0.00781389
Italy,30/08/2023,Ground Transport,0.211002
Italy,30/08/2023,Industry,0.0982846
Italy,30/08/2023,International Aviation,0
Italy,30/08/2023,Power,0.186285
Italy,30/08/2023,Residential,0.0748431
Japan,30/08/2023,Domestic Aviation,0.030058
Japan,30/08/2023,Ground Transport,0.471279
Japan,30/08/2023,Industry,0.662306
Japan,30/08/2023,International Aviation,0
Japan,30/08/2023,Power,1.62418
Japan,30/08/2023,Residential,0.118282
ROW,30/08/2023,Domestic Aviation,0.202165
ROW,30/08/2023,Ground Transport,6.41711
ROW,30/08/2023,Industry,9.5799
ROW,30/08/2023,International Aviation,1.72089
ROW,30/08/2023,Power,10.7966
ROW,30/08/2023,Residential,1.4772
Russia,30/08/2023,Domestic Aviation,0.0591243
Russia,30/08/2023,Ground Transport,0.714165
Russia,30/08/2023,Industry,1.08091
Russia,30/08/2023,International Aviation,0
Russia,30/08/2023,Power,2.03455
Russia,30/08/2023,Residential,0.212698
Spain,30/08/2023,Domestic Aviation,0.0220592
Spain,30/08/2023,Ground Transport,0.187901
Spain,30/08/2023,Industry,0.111581
Spain,30/08/2023,International Aviation,0
Spain,30/08/2023,Power,0.102279
Spain,30/08/2023,Residential,0.0558199
United Kingdom,30/08/2023,Domestic Aviation,0.0052313
United Kingdom,30/08/2023,Ground Transport,0.293932
United Kingdom,30/08/2023,Industry,0.16902
United Kingdom,30/08/2023,International Aviation,0
United Kingdom,30/08/2023,Power,0.162878
United Kingdom,30/08/2023,Residential,0.166013
United States,30/08/2023,Domestic Aviation,0.424138
United States,30/08/2023,Ground Transport,4.60846
United States,30/08/2023,Industry,2.75915
United States,30/08/2023,International Aviation,0
United States,30/08/2023,Power,5.7492
United States,30/08/2023,Residential,0.952186
Brazil,31/08/2023,Domestic Aviation,0.0286768
Brazil,31/08/2023,Ground Transport,0.608611
Brazil,31/08/2023,Industry,0.415992
Brazil,31/08/2023,International Aviation,0
Brazil,31/08/2023,Power,0.110879
Brazil,31/08/2023,Residential,0.107823
China,31/08/2023,Domestic Aviation,0.324887
China,31/08/2023,Ground Transport,2.77053
China,31/08/2023,Industry,9.31144
China,31/08/2023,International Aviation,0
China,31/08/2023,Power,18.7283
China,31/08/2023,Residential,1.00489
EU27 & UK,31/08/2023,Domestic Aviation,0.0589089
EU27 & UK,31/08/2023,Ground Transport,2.3241
EU27 & UK,31/08/2023,Industry,1.72819
EU27 & UK,31/08/2023,International Aviation,0
EU27 & UK,31/08/2023,Power,1.97412
EU27 & UK,31/08/2023,Residential,0.704328
France,31/08/2023,Domestic Aviation,0.0131733
France,31/08/2023,Ground Transport,0.311433
France,31/08/2023,Industry,0.222702
France,31/08/2023,International Aviation,0
France,31/08/2023,Power,0.0849794
France,31/08/2023,Residential,0.108656
Germany,31/08/2023,Domestic Aviation,0.00336621
Germany,31/08/2023,Ground Transport,0.396055
Germany,31/08/2023,Industry,0.382575
Germany,31/08/2023,International Aviation,0
Germany,31/08/2023,Power,0.5089
Germany,31/08/2023,Residential,0.108111
India,31/08/2023,Domestic Aviation,0.0412645
India,31/08/2023,Ground Transport,0.933401
India,31/08/2023,Industry,2.48172
India,31/08/2023,International Aviation,0
India,31/08/2023,Power,4.48282
India,31/08/2023,Residential,0.285273
Italy,31/08/2023,Domestic Aviation,0.00809153
Italy,31/08/2023,Ground Transport,0.21476
Italy,31/08/2023,Industry,0.109552
Italy,31/08/2023,International Aviation,0
Italy,31/08/2023,Power,0.207641
Italy,31/08/2023,Residential,0.0733619
Japan,31/08/2023,Domestic Aviation,0.0303793
Japan,31/08/2023,Ground Transport,0.47392
Japan,31/08/2023,Industry,0.650926
Japan,31/08/2023,International Aviation,0
Japan,31/08/2023,Power,1.59628
Japan,31/08/2023,Residential,0.117949
ROW,31/08/2023,Domestic Aviation,0.205634
ROW,31/08/2023,Ground Transport,6.43962
ROW,31/08/2023,Industry,9.569
ROW,31/08/2023,International Aviation,1.73437
ROW,31/08/2023,Power,10.8372
ROW,31/08/2023,Residential,1.47545
Russia,31/08/2023,Domestic Aviation,0.05839
Russia,31/08/2023,Ground Transport,0.717869
Russia,31/08/2023,Industry,1.097
Russia,31/08/2023,International Aviation,0
Russia,31/08/2023,Power,2.06482
Russia,31/08/2023,Residential,0.189176
Spain,31/08/2023,Domestic Aviation,0.0221868
Spain,31/08/2023,Ground Transport,0.1907
Spain,31/08/2023,Industry,0.141967
Spain,31/08/2023,International Aviation,0
Spain,31/08/2023,Power,0.130132
Spain,31/08/2023,Residential,0.0519372
United Kingdom,31/08/2023,Domestic Aviation,0.00530969
United Kingdom,31/08/2023,Ground Transport,0.297929
United Kingdom,31/08/2023,Industry,0.207574
United Kingdom,31/08/2023,International Aviation,0
United Kingdom,31/08/2023,Power,0.200031
United Kingdom,31/08/2023,Residential,0.168352
United States,31/08/2023,Domestic Aviation,0.457903
United States,31/08/2023,Ground Transport,4.65659
United States,31/08/2023,Industry,2.54795
United States,31/08/2023,International Aviation,0
United States,31/08/2023,Power,5.30913
United States,31/08/2023,Residential,0.954859
Brazil,01/09/2023,Domestic Aviation,0.0296993
Brazil,01/09/2023,Ground Transport,0.608451
Brazil,01/09/2023,Industry,0.387441
Brazil,01/09/2023,International Aviation,0
Brazil,01/09/2023,Power,0.100941
Brazil,01/09/2023,Residential,0.111417
China,01/09/2023,Domestic Aviation,0.281458
China,01/09/2023,Ground Transport,2.66095
China,01/09/2023,Industry,10.3881
China,01/09/2023,International Aviation,0
China,01/09/2023,Power,16.1089
China,01/09/2023,Residential,1.02672
EU27 & UK,01/09/2023,Domestic Aviation,0.0605459
EU27 & UK,01/09/2023,Ground Transport,2.34704
EU27 & UK,01/09/2023,Industry,2.11472
EU27 & UK,01/09/2023,International Aviation,0
EU27 & UK,01/09/2023,Power,2.00648
EU27 & UK,01/09/2023,Residential,0.713398
France,01/09/2023,Domestic Aviation,0.0142659
France,01/09/2023,Ground Transport,0.313826
France,01/09/2023,Industry,0.304617
France,01/09/2023,International Aviation,0
France,01/09/2023,Power,0.0696124
France,01/09/2023,Residential,0.0744218
Germany,01/09/2023,Domestic Aviation,0.003194
Germany,01/09/2023,Ground Transport,0.398981
Germany,01/09/2023,Industry,0.381684
Germany,01/09/2023,International Aviation,0
Germany,01/09/2023,Power,0.515804
Germany,01/09/2023,Residential,0.135034
India,01/09/2023,Domestic Aviation,0.0416793
India,01/09/2023,Ground Transport,0.939101
India,01/09/2023,Industry,2.5285
India,01/09/2023,International Aviation,0
India,01/09/2023,Power,4.60628
India,01/09/2023,Residential,0.295631
Italy,01/09/2023,Domestic Aviation,0.00829008
Italy,01/09/2023,Ground Transport,0.224884
Italy,01/09/2023,Industry,0.182533
Italy,01/09/2023,International Aviation,0
Italy,01/09/2023,Power,0.239418
Italy,01/09/2023,Residential,0.0719681
Japan,01/09/2023,Domestic Aviation,0.0299541
Japan,01/09/2023,Ground Transport,0.476926
Japan,01/09/2023,Industry,0.749286
Japan,01/09/2023,International Aviation,0
Japan,01/09/2023,Power,1.56997
Japan,01/09/2023,Residential,0.12188
ROW,01/09/2023,Domestic Aviation,0.204894
ROW,01/09/2023,Ground Transport,6.34319
ROW,01/09/2023,Industry,10.3356
ROW,01/09/2023,International Aviation,1.69628
ROW,01/09/2023,Power,10.8169
ROW,01/09/2023,Residential,1.48716
Russia,01/09/2023,Domestic Aviation,0.0596437
Russia,01/09/2023,Ground Transport,0.725202
Russia,01/09/2023,Industry,1.17709
Russia,01/09/2023,International Aviation,0
Russia,01/09/2023,Power,2.06206
Russia,01/09/2023,Residential,0.213272
Spain,01/09/2023,Domestic Aviation,0.0226356
Spain,01/09/2023,Ground Transport,0.197159
Spain,01/09/2023,Industry,0.173194
Spain,01/09/2023,International Aviation,0
Spain,01/09/2023,Power,0.116361
Spain,01/09/2023,Residential,0.0528597
United Kingdom,01/09/2023,Domestic Aviation,0.00523769
United Kingdom,01/09/2023,Ground Transport,0.300859
United Kingdom,01/09/2023,Industry,0.226946
United Kingdom,01/09/2023,International Aviation,0
United Kingdom,01/09/2023,Power,0.211148
United Kingdom,01/09/2023,Residential,0.148935
United States,01/09/2023,Domestic Aviation,0.457575
United States,01/09/2023,Ground Transport,4.63578
United States,01/09/2023,Industry,2.93447
United States,01/09/2023,International Aviation,0
United States,01/09/2023,Power,4.93021
United States,01/09/2023,Residential,0.925444
Brazil,02/09/2023,Domestic Aviation,0.0270995
Brazil,02/09/2023,Ground Transport,0.597236
Brazil,02/09/2023,Industry,0.394583
Brazil,02/09/2023,International Aviation,0
Brazil,02/09/2023,Power,0.102802
Brazil,02/09/2023,Residential,0.111417
China,02/09/2023,Domestic Aviation,0.279726
China,02/09/2023,Ground Transport,2.64649
China,02/09/2023,Industry,10.4235
China,02/09/2023,International Aviation,0
China,02/09/2023,Power,16.1637
China,02/09/2023,Residential,1.02402
EU27 & UK,02/09/2023,Domestic Aviation,0.0532186
EU27 & UK,02/09/2023,Ground Transport,2.22747
EU27 & UK,02/09/2023,Industry,1.65351
EU27 & UK,02/09/2023,International Aviation,0
EU27 & UK,02/09/2023,Power,1.56887
EU27 & UK,02/09/2023,Residential,0.627635
France,02/09/2023,Domestic Aviation,0.0144937
France,02/09/2023,Ground Transport,0.320652
France,02/09/2023,Industry,0.240064
France,02/09/2023,International Aviation,0
France,02/09/2023,Power,0.0548604
France,02/09/2023,Residential,0.0734918
Germany,02/09/2023,Domestic Aviation,0.00247284
Germany,02/09/2023,Ground Transport,0.379025
Germany,02/09/2023,Industry,0.288097
Germany,02/09/2023,International Aviation,0
Germany,02/09/2023,Power,0.389332
Germany,02/09/2023,Residential,0.0968713
India,02/09/2023,Domestic Aviation,0.0412832
India,02/09/2023,Ground Transport,0.891087
India,02/09/2023,Industry,2.51331
India,02/09/2023,International Aviation,0
India,02/09/2023,Power,4.57861
India,02/09/2023,Residential,0.296347
Italy,02/09/2023,Domestic Aviation,0.00817379
Italy,02/09/2023,Ground Transport,0.25336
Italy,02/09/2023,Industry,0.132455
Italy,02/09/2023,International Aviation,0
Italy,02/09/2023,Power,0.173734
Italy,02/09/2023,Residential,0.0706721
Japan,02/09/2023,Domestic Aviation,0.0289114
Japan,02/09/2023,Ground Transport,0.459915
Japan,02/09/2023,Industry,0.647182
Japan,02/09/2023,International Aviation,0
Japan,02/09/2023,Power,1.35604
Japan,02/09/2023,Residential,0.121909
ROW,02/09/2023,Domestic Aviation,0.182252
ROW,02/09/2023,Ground Transport,6.09155
ROW,02/09/2023,Industry,9.72182
ROW,02/09/2023,International Aviation,1.72343
ROW,02/09/2023,Power,10.0859
ROW,02/09/2023,Residential,1.46804
Russia,02/09/2023,Domestic Aviation,0.0583247
Russia,02/09/2023,Ground Transport,0.594598
Russia,02/09/2023,Industry,1.12704
Russia,02/09/2023,International Aviation,0
Russia,02/09/2023,Power,1.97437
Russia,02/09/2023,Residential,0.236899
Spain,02/09/2023,Domestic Aviation,0.0198243
Spain,02/09/2023,Ground Transport,0.182324
Spain,02/09/2023,Industry,0.134424
Spain,02/09/2023,International Aviation,0
Spain,02/09/2023,Power,0.090313
Spain,02/09/2023,Residential,0.0554914
United Kingdom,02/09/2023,Domestic Aviation,0.00338795
United Kingdom,02/09/2023,Ground Transport,0.293689
United Kingdom,02/09/2023,Industry,0.164452
United Kingdom,02/09/2023,International Aviation,0
United Kingdom,02/09/2023,Power,0.153005
United Kingdom,02/09/2023,Residential,0.139927
United States,02/09/2023,Domestic Aviation,0.414659
United States,02/09/2023,Ground Transport,4.53623
United States,02/09/2023,Industry,2.86434
United States,02/09/2023,International Aviation,0
United States,02/09/2023,Power,4.81239
United States,02/09/2023,Residential,0.908791
Brazil,03/09/2023,Domestic Aviation,0.0248072
Brazil,03/09/2023,Ground Transport,0.507517
Brazil,03/09/2023,Industry,0.399014
Brazil,03/09/2023,International Aviation,0
Brazil,03/09/2023,Power,0.103956
Brazil,03/09/2023,Residential,0.111417
China,03/09/2023,Domestic Aviation,0.317154
China,03/09/2023,Ground Transport,2.76775
China,03/09/2023,Industry,10.4019
China,03/09/2023,International Aviation,0
China,03/09/2023,Power,16.1302
China,03/09/2023,Residential,1.02348
EU27 & UK,03/09/2023,Domestic Aviation,0.0555312
EU27 & UK,03/09/2023,Ground Transport,1.93088
EU27 & UK,03/09/2023,Industry,1.31692
EU27 & UK,03/09/2023,International Aviation,0
EU27 & UK,03/09/2023,Power,1.24952
EU27 & UK,03/09/2023,Residential,0.641944
France,03/09/2023,Domestic Aviation,0.0131852
France,03/09/2023,Ground Transport,0.268645
France,03/09/2023,Industry,0.0982231
France,03/09/2023,International Aviation,0
France,03/09/2023,Power,0.0224463
France,03/09/2023,Residential,0.072503
Germany,03/09/2023,Domestic Aviation,0.00270499
Germany,03/09/2023,Ground Transport,0.344676
Germany,03/09/2023,Industry,0.242698
Germany,03/09/2023,International Aviation,0
Germany,03/09/2023,Power,0.32798
Germany,03/09/2023,Residential,0.10351
India,03/09/2023,Domestic Aviation,0.0412881
India,03/09/2023,Ground Transport,0.816679
India,03/09/2023,Industry,2.40073
India,03/09/2023,International Aviation,0
India,03/09/2023,Power,4.37352
India,03/09/2023,Residential,0.29877
Italy,03/09/2023,Domestic Aviation,0.00841818
Italy,03/09/2023,Ground Transport,0.222865
Italy,03/09/2023,Industry,0.102351
Italy,03/09/2023,International Aviation,0
Italy,03/09/2023,Power,0.134248
Italy,03/09/2023,Residential,0.0700637
Japan,03/09/2023,Domestic Aviation,0.0295957
Japan,03/09/2023,Ground Transport,0.422201
Japan,03/09/2023,Industry,0.606951
Japan,03/09/2023,International Aviation,0
Japan,03/09/2023,Power,1.27174
Japan,03/09/2023,Residential,0.12188
ROW,03/09/2023,Domestic Aviation,0.187976
ROW,03/09/2023,Ground Transport,5.56912
ROW,03/09/2023,Industry,9.16051
ROW,03/09/2023,International Aviation,1.74148
ROW,03/09/2023,Power,9.30792
ROW,03/09/2023,Residential,1.50242
Russia,03/09/2023,Domestic Aviation,0.0584506
Russia,03/09/2023,Ground Transport,0.456726
Russia,03/09/2023,Industry,1.10194
Russia,03/09/2023,International Aviation,0
Russia,03/09/2023,Power,1.9304
Russia,03/09/2023,Residential,0.252217
Spain,03/09/2023,Domestic Aviation,0.0216416
Spain,03/09/2023,Ground Transport,0.159552
Spain,03/09/2023,Industry,0.102044
Spain,03/09/2023,International Aviation,0
Spain,03/09/2023,Power,0.068558
Spain,03/09/2023,Residential,0.054842
United Kingdom,03/09/2023,Domestic Aviation,0.00409953
United Kingdom,03/09/2023,Ground Transport,0.270187
United Kingdom,03/09/2023,Industry,0.0987933
United Kingdom,03/09/2023,International Aviation,0
United Kingdom,03/09/2023,Power,0.0919163
United Kingdom,03/09/2023,Residential,0.134847
United States,03/09/2023,Domestic Aviation,0.36792
United States,03/09/2023,Ground Transport,3.49592
United States,03/09/2023,Industry,2.81111
United States,03/09/2023,International Aviation,0
United States,03/09/2023,Power,4.72297
United States,03/09/2023,Residential,0.905637
Brazil,04/09/2023,Domestic Aviation,0.0289027
Brazil,04/09/2023,Ground Transport,0.563201
Brazil,04/09/2023,Industry,0.398712
Brazil,04/09/2023,International Aviation,0
Brazil,04/09/2023,Power,0.103877
Brazil,04/09/2023,Residential,0.111417
China,04/09/2023,Domestic Aviation,0.299139
China,04/09/2023,Ground Transport,2.78794
China,04/09/2023,Industry,10.6748
China,04/09/2023,International Aviation,0
China,04/09/2023,Power,16.5534
China,04/09/2023,Residential,1.02697
EU27 & UK,04/09/2023,Domestic Aviation,0.056993
EU27 & UK,04/09/2023,Ground Transport,2.43792
EU27 & UK,04/09/2023,Industry,1.78043
EU27 & UK,04/09/2023,International Aviation,0
EU27 & UK,04/09/2023,Power,1.68929
EU27 & UK,04/09/2023,Residential,0.61303
France,04/09/2023,Domestic Aviation,0.0126621
France,04/09/2023,Ground Transport,0.323065
France,04/09/2023,Industry,0.12784
France,04/09/2023,International Aviation,0
France,04/09/2023,Power,0.0292146
France,04/09/2023,Residential,0.0721512
Germany,04/09/2023,Domestic Aviation,0.00349445
Germany,04/09/2023,Ground Transport,0.394822
Germany,04/09/2023,Industry,0.311531
Germany,04/09/2023,International Aviation,0
Germany,04/09/2023,Power,0.421
Germany,04/09/2023,Residential,0.0840375
India,04/09/2023,Domestic Aviation,0.0413778
India,04/09/2023,Ground Transport,0.930492
India,04/09/2023,Industry,2.35801
India,04/09/2023,International Aviation,0
India,04/09/2023,Power,4.29569
India,04/09/2023,Residential,0.299825
Italy,04/09/2023,Domestic Aviation,0.00763504
Italy,04/09/2023,Ground Transport,0.279338
Italy,04/09/2023,Industry,0.144203
Italy,04/09/2023,International Aviation,0
Italy,04/09/2023,Power,0.189142
Italy,04/09/2023,Residential,0.0698001
Japan,04/09/2023,Domestic Aviation,0.0297161
Japan,04/09/2023,Ground Transport,0.466477
Japan,04/09/2023,Industry,0.753029
Japan,04/09/2023,International Aviation,0
Japan,04/09/2023,Power,1.57782
Japan,04/09/2023,Residential,0.12188
ROW,04/09/2023,Domestic Aviation,0.199852
ROW,04/09/2023,Ground Transport,6.4371
ROW,04/09/2023,Industry,10.0229
ROW,04/09/2023,International Aviation,1.6987
ROW,04/09/2023,Power,10.2605
ROW,04/09/2023,Residential,1.5252
Russia,04/09/2023,Domestic Aviation,0.0565275
Russia,04/09/2023,Ground Transport,0.722108
Russia,04/09/2023,Industry,1.14332
Russia,04/09/2023,International Aviation,0
Russia,04/09/2023,Power,2.00291
Russia,04/09/2023,Residential,0.254929
Spain,04/09/2023,Domestic Aviation,0.0219879
Spain,04/09/2023,Ground Transport,0.238496
Spain,04/09/2023,Industry,0.132824
Spain,04/09/2023,International Aviation,0
Spain,04/09/2023,Power,0.0892381
Spain,04/09/2023,Residential,0.0525984
United Kingdom,04/09/2023,Domestic Aviation,0.00506733
United Kingdom,04/09/2023,Ground Transport,0.284279
United Kingdom,04/09/2023,Industry,0.171749
United Kingdom,04/09/2023,International Aviation,0
United Kingdom,04/09/2023,Power,0.159794
United Kingdom,04/09/2023,Residential,0.131824
United States,04/09/2023,Domestic Aviation,0.3999
United States,04/09/2023,Ground Transport,2.80714
United States,04/09/2023,Industry,2.91335
United States,04/09/2023,International Aviation,0
United States,04/09/2023,Power,4.89474
United States,04/09/2023,Residential,0.922884
Brazil,05/09/2023,Domestic Aviation,0.0288342
Brazil,05/09/2023,Ground Transport,0.606807
Brazil,05/09/2023,Industry,0.402947
Brazil,05/09/2023,International Aviation,0
Brazil,05/09/2023,Power,0.104981
Brazil,05/09/2023,Residential,0.111417
China,05/09/2023,Domestic Aviation,0.297013
China,05/09/2023,Ground Transport,2.79137
China,05/09/2023,Industry,10.7062
China,05/09/2023,International Aviation,0
China,05/09/2023,Power,16.6021
China,05/09/2023,Residential,1.03074
EU27 & UK,05/09/2023,Domestic Aviation,0.0535858
EU27 & UK,05/09/2023,Ground Transport,2.52588
EU27 & UK,05/09/2023,Industry,1.98515
EU27 & UK,05/09/2023,International Aviation,0
EU27 & UK,05/09/2023,Power,1.88354
EU27 & UK,05/09/2023,Residential,0.59584
France,05/09/2023,Domestic Aviation,0.010266
France,05/09/2023,Ground Transport,0.340614
France,05/09/2023,Industry,0.254828
France,05/09/2023,International Aviation,0
France,05/09/2023,Power,0.0582343
France,05/09/2023,Residential,0.0722018
Germany,05/09/2023,Domestic Aviation,0.00350239
Germany,05/09/2023,Ground Transport,0.402198
Germany,05/09/2023,Industry,0.346501
Germany,05/09/2023,International Aviation,0
Germany,05/09/2023,Power,0.468258
Germany,05/09/2023,Residential,0.0766992
India,05/09/2023,Domestic Aviation,0.0417107
India,05/09/2023,Ground Transport,0.934689
India,05/09/2023,Industry,2.40417
India,05/09/2023,International Aviation,0
India,05/09/2023,Power,4.37978
India,05/09/2023,Residential,0.303079
Italy,05/09/2023,Domestic Aviation,0.00789443
Italy,05/09/2023,Ground Transport,0.288218
Italy,05/09/2023,Industry,0.152339
Italy,05/09/2023,International Aviation,0
Italy,05/09/2023,Power,0.199815
Italy,05/09/2023,Residential,0.0708043
Japan,05/09/2023,Domestic Aviation,0.0293571
Japan,05/09/2023,Ground Transport,0.46861
Japan,05/09/2023,Industry,0.790072
Japan,05/09/2023,International Aviation,0
Japan,05/09/2023,Power,1.65543
Japan,05/09/2023,Residential,0.12188
ROW,05/09/2023,Domestic Aviation,0.196939
ROW,05/09/2023,Ground Transport,6.66561
ROW,05/09/2023,Industry,10.0959
ROW,05/09/2023,International Aviation,1.68747
ROW,05/09/2023,Power,10.3937
ROW,05/09/2023,Residential,1.5696
Russia,05/09/2023,Domestic Aviation,0.0531444
Russia,05/09/2023,Ground Transport,0.72634
Russia,05/09/2023,Industry,1.14564
Russia,05/09/2023,International Aviation,0
Russia,05/09/2023,Power,2.00696
Russia,05/09/2023,Residential,0.258681
Spain,05/09/2023,Domestic Aviation,0.0207761
Spain,05/09/2023,Ground Transport,0.255318
Spain,05/09/2023,Industry,0.190872
Spain,05/09/2023,International Aviation,0
Spain,05/09/2023,Power,0.128238
Spain,05/09/2023,Residential,0.0523664
United Kingdom,05/09/2023,Domestic Aviation,0.00492738
United Kingdom,05/09/2023,Ground Transport,0.298637
United Kingdom,05/09/2023,Industry,0.215208
United Kingdom,05/09/2023,International Aviation,0
United Kingdom,05/09/2023,Power,0.200228
United Kingdom,05/09/2023,Residential,0.133497
United States,05/09/2023,Domestic Aviation,0.418422
United States,05/09/2023,Ground Transport,3.57418
United States,05/09/2023,Industry,3.02636
United States,05/09/2023,International Aviation,0
United States,05/09/2023,Power,5.08461
United States,05/09/2023,Residential,0.926772
Brazil,06/09/2023,Domestic Aviation,0.0291023
Brazil,06/09/2023,Ground Transport,0.613666
Brazil,06/09/2023,Industry,0.402589
Brazil,06/09/2023,International Aviation,0
Brazil,06/09/2023,Power,0.104888
Brazil,06/09/2023,Residential,0.111417
China,06/09/2023,Domestic Aviation,0.305412
China,06/09/2023,Ground Transport,2.75815
China,06/09/2023,Industry,10.7494
China,06/09/2023,International Aviation,0
China,06/09/2023,Power,16.6691
China,06/09/2023,Residential,1.02125
EU27 & UK,06/09/2023,Domestic Aviation,0.054724
EU27 & UK,06/09/2023,Ground Transport,2.53448
EU27 & UK,06/09/2023,Industry,2.14593
EU27 & UK,06/09/2023,International Aviation,0
EU27 & UK,06/09/2023,Power,2.03609
EU27 & UK,06/09/2023,Residential,0.584185
France,06/09/2023,Domestic Aviation,0.0107752
France,06/09/2023,Ground Transport,0.339778
France,06/09/2023,Industry,0.298412
France,06/09/2023,International Aviation,0
France,06/09/2023,Power,0.0681943
France,06/09/2023,Residential,0.0722604
Germany,06/09/2023,Domestic Aviation,0.00385187
Germany,06/09/2023,Ground Transport,0.402582
Germany,06/09/2023,Industry,0.384007
Germany,06/09/2023,International Aviation,0
Germany,06/09/2023,Power,0.518944
Germany,06/09/2023,Residential,0.0767114
India,06/09/2023,Domestic Aviation,0.0413963
India,06/09/2023,Ground Transport,0.92982
India,06/09/2023,Industry,2.35414
India,06/09/2023,International Aviation,0
India,06/09/2023,Power,4.28865
India,06/09/2023,Residential,0.302115
Italy,06/09/2023,Domestic Aviation,0.00747376
Italy,06/09/2023,Ground Transport,0.29325
Italy,06/09/2023,Industry,0.163902
Italy,06/09/2023,International Aviation,0
Italy,06/09/2023,Power,0.214982
Italy,06/09/2023,Residential,0.0703771
Japan,06/09/2023,Domestic Aviation,0.0292434
Japan,06/09/2023,Ground Transport,0.465628
Japan,06/09/2023,Industry,0.762857
Japan,06/09/2023,International Aviation,0
Japan,06/09/2023,Power,1.59841
Japan,06/09/2023,Residential,0.122255
ROW,06/09/2023,Domestic Aviation,0.198146
ROW,06/09/2023,Ground Transport,6.76976
ROW,06/09/2023,Industry,10.0615
ROW,06/09/2023,International Aviation,1.68723
ROW,06/09/2023,Power,10.3549
ROW,06/09/2023,Residential,1.55083
Russia,06/09/2023,Domestic Aviation,0.0546948
Russia,06/09/2023,Ground Transport,0.723671
Russia,06/09/2023,Industry,1.14396
Russia,06/09/2023,International Aviation,0
Russia,06/09/2023,Power,2.00402
Russia,06/09/2023,Residential,0.284201
Spain,06/09/2023,Domestic Aviation,0.0220194
Spain,06/09/2023,Ground Transport,0.258616
Spain,06/09/2023,Industry,0.216056
Spain,06/09/2023,International Aviation,0
Spain,06/09/2023,Power,0.145158
Spain,06/09/2023,Residential,0.0522936
United Kingdom,06/09/2023,Domestic Aviation,0.00486745
United Kingdom,06/09/2023,Ground Transport,0.301992
United Kingdom,06/09/2023,Industry,0.238374
United Kingdom,06/09/2023,International Aviation,0
United Kingdom,06/09/2023,Power,0.221781
United Kingdom,06/09/2023,Residential,0.131519
United States,06/09/2023,Domestic Aviation,0.422765
United States,06/09/2023,Ground Transport,4.64816
United States,06/09/2023,Industry,3.48735
United States,06/09/2023,International Aviation,0
United States,06/09/2023,Power,5.85912
United States,06/09/2023,Residential,0.918646
Brazil,07/09/2023,Domestic Aviation,0.0277565
Brazil,07/09/2023,Ground Transport,0.599502
Brazil,07/09/2023,Industry,0.396377
Brazil,07/09/2023,International Aviation,0
Brazil,07/09/2023,Power,0.103269
Brazil,07/09/2023,Residential,0.111417
China,07/09/2023,Domestic Aviation,0.298621
China,07/09/2023,Ground Transport,2.78751
China,07/09/2023,Industry,10.9654
China,07/09/2023,International Aviation,0
China,07/09/2023,Power,17.004
China,07/09/2023,Residential,1.02854
EU27 & UK,07/09/2023,Domestic Aviation,0.0573843
EU27 & UK,07/09/2023,Ground Transport,2.55009
EU27 & UK,07/09/2023,Industry,2.10671
EU27 & UK,07/09/2023,International Aviation,0
EU27 & UK,07/09/2023,Power,1.99888
EU27 & UK,07/09/2023,Residential,0.577399
France,07/09/2023,Domestic Aviation,0.0112329
France,07/09/2023,Ground Transport,0.343498
France,07/09/2023,Industry,0.274698
France,07/09/2023,International Aviation,0
France,07/09/2023,Power,0.0627752
France,07/09/2023,Residential,0.0723593
Germany,07/09/2023,Domestic Aviation,0.00384286
Germany,07/09/2023,Ground Transport,0.403416
Germany,07/09/2023,Industry,0.348728
Germany,07/09/2023,International Aviation,0
Germany,07/09/2023,Power,0.471268
Germany,07/09/2023,Residential,0.0755053
India,07/09/2023,Domestic Aviation,0.0415305
India,07/09/2023,Ground Transport,0.798094
India,07/09/2023,Industry,2.21651
India,07/09/2023,International Aviation,0
India,07/09/2023,Power,4.03791
India,07/09/2023,Residential,0.300756
Italy,07/09/2023,Domestic Aviation,0.00782439
Italy,07/09/2023,Ground Transport,0.296201
Italy,07/09/2023,Industry,0.178554
Italy,07/09/2023,International Aviation,0
Italy,07/09/2023,Power,0.2342
Italy,07/09/2023,Residential,0.0700232
Japan,07/09/2023,Domestic Aviation,0.0294669
Japan,07/09/2023,Ground Transport,0.468949
Japan,07/09/2023,Industry,0.683804
Japan,07/09/2023,International Aviation,0
Japan,07/09/2023,Power,1.43277
Japan,07/09/2023,Residential,0.125352
ROW,07/09/2023,Domestic Aviation,0.200448
ROW,07/09/2023,Ground Transport,6.76646
ROW,07/09/2023,Industry,9.86984
ROW,07/09/2023,International Aviation,1.71853
ROW,07/09/2023,Power,10.1662
ROW,07/09/2023,Residential,1.49398
Russia,07/09/2023,Domestic Aviation,0.0541516
Russia,07/09/2023,Ground Transport,0.724212
Russia,07/09/2023,Industry,1.13956
Russia,07/09/2023,International Aviation,0
Russia,07/09/2023,Power,1.99632
Russia,07/09/2023,Residential,0.358835
Spain,07/09/2023,Domestic Aviation,0.0224649
Spain,07/09/2023,Ground Transport,0.261964
Spain,07/09/2023,Industry,0.21192
Spain,07/09/2023,International Aviation,0
Spain,07/09/2023,Power,0.142379
Spain,07/09/2023,Residential,0.0523248
United Kingdom,07/09/2023,Domestic Aviation,0.00553271
